"19","2023-03-27 01:07:48","16","5.99","6.70","39","9.69","13.34","16","91","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"20","2023-03-27 01:07:55","10","3.42","3.81","8","15.99","11.91","8","5","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"21","2023-03-27 01:08:01","28","17.99","14.92","15","11.29","16.11","28","4","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"22","2023-03-27 01:08:39","8","15.99","9.15","12","1.98","1.43","12","31","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"23","2023-03-27 01:08:55","29","46.99","47.50","4","10.24","9.95","4","12","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"24","2023-03-27 01:09:22","44","11.99","11.03","25","7.24","7.13","25","23","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"25","2023-03-27 01:09:32","42","7.99","5.29","35","16.99","14.55","42","8","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"26","2023-03-27 02:06:37","11","4.28","5.21","36","13.49","14.33","36","3423","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"27","2023-03-27 02:06:49","32","12.99","10.31","114","98.00","134.32","114","9","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"28","2023-03-27 02:08:20","87","5.36","4.04","108","20.00","21.92","87","90","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"29","2023-03-27 02:16:47","106","16.00","16.37","83","5.96","6.91","83","503","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"30","2023-03-27 02:16:57","15","11.29","16.50","83","5.96","6.97","83","7","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"31","2023-03-27 02:17:17","67","28.99","41.43","111","99.00","104.39","111","16","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"32","2023-03-27 02:18:29","106","16.00","15.98","103","34.99","23.70","103","5","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"33","2023-03-27 02:18:33","64","9.99","10.56","22","3.68","3.89","22","3","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"34","2023-03-27 02:18:36","82","16.33","9.30","113","259.00","215.98","113","2","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"35","2023-03-27 02:40:12","28","17.99","15.70","111","99.00","80.96","111","52","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"36","2023-03-27 02:41:08","89","2.24","2.68","112","19.99","23.77","112","11","72.183.103.4","fc025140-3e70-4752-b5cd-d8220b027b59"
"37","2023-03-27 02:41:11","34","8.49","4.86","15","11.29","9.84","34","17","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"38","2023-03-27 02:41:29","56","13.79","16.15","35","16.99","10.34","35","19","72.183.103.4","fc025140-3e70-4752-b5cd-d8220b027b59"
"39","2023-03-27 02:41:32","86","2.86","1.49","79","4.98","5.74","86","7","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"40","2023-03-27 02:41:38","92","44.99","42.38","115","49.97","41.81","115","7","72.183.103.4","fc025140-3e70-4752-b5cd-d8220b027b59"
"41","2023-03-27 02:41:44","37","11.99","15.59","97","4.39","5.34","97","8","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"42","2023-03-27 02:41:53","58","11.49","8.01","88","1.94","1.92","88","14","72.183.103.4","fc025140-3e70-4752-b5cd-d8220b027b59"
"43","2023-03-27 02:41:54","23","5.48","3.18","74","2.48","3.59","23","7","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"44","2023-03-27 02:42:04","9","4.43","3.06","5","10.78","8.94","5","8","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"45","2023-03-27 02:42:12","49","14.99","18.53","44","11.99","7.85","44","5","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"46","2023-03-27 02:42:24","35","16.99","13.23","74","2.48","2.05","74","11","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"47","2023-03-27 02:42:29","72","6.98","8.25","87","5.36","7.04","72","4","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"48","2023-03-27 02:42:31","108","20.00","12.05","54","10.99","16.29","108","22","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"49","2023-03-27 02:42:38","45","8.49","11.28","79","4.98","6.41","79","3","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"50","2023-03-27 02:42:43","22","3.68","3.41","114","98.00","139.05","114","12","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"51","2023-03-27 02:42:49","26","399.99","537.35","95","5.79","5.61","95","5","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"52","2023-03-27 02:42:56","42","7.99","7.72","86","2.86","3.10","86","13","71.47.219.223","ef42d205-cb03-4bca-a6df-996282d2c39d"
"53","2023-03-27 02:42:57","15","11.29","5.88","70","29.99","26.98","15","6","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"54","2023-03-27 02:43:02","37","11.99","6.12","24","7.97","5.13","24","3","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"55","2023-03-27 02:43:08","104","8.00","8.01","65","9.49","14.13","104","4","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"56","2023-03-27 02:43:20","101","49.99","54.59","112","19.99","29.83","101","10","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"57","2023-03-27 02:43:23","71","23.99","18.85","93","10.79","9.47","71","16","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"58","2023-03-27 02:43:26","110","16.98","20.25","92","44.99","65.12","92","16","71.47.219.223","ef42d205-cb03-4bca-a6df-996282d2c39d"
"59","2023-03-27 02:43:29","42","7.99","9.91","53","11.29","5.69","53","13","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"60","2023-03-27 02:43:33","91","1.99","1.26","73","10.48","11.73","91","11","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"61","2023-03-27 02:43:35","13","4.38","5.66","81","0.00","0.00","81","5","71.47.219.223","ef42d205-cb03-4bca-a6df-996282d2c39d"
"62","2023-03-27 02:43:39","14","3.99","4.70","27","10.99","12.61","27","5","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"63","2023-03-27 02:43:48","71","23.99","15.39","104","8.00","11.79","104","6","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"64","2023-03-27 02:43:48","109","6.40","9.13","70","29.99","34.42","109","7","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"65","2023-03-27 02:43:58","66","29.79","20.27","5","10.78","10.73","66","9","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"66","2023-03-27 02:44:00","89","2.24","3.05","110","16.98","24.77","89","12","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"67","2023-03-27 02:44:01","40","10.99","7.58","66","29.79","23.47","40","9","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"68","2023-03-27 02:44:07","4","10.24","13.79","52","8.99","10.69","4","7","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"69","2023-03-27 02:44:08","16","5.99","7.17","60","21.99","12.21","60","5","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"70","2023-03-27 02:44:15","41","15.99","9.48","10","3.42","3.22","10","6","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"71","2023-03-27 02:44:16","4","10.24","8.38","54","10.99","13.83","4","4","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"72","2023-03-27 02:44:18","28","17.99","15.30","116","129.97","194.50","28","9","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"73","2023-03-27 02:44:25","18","5.49","3.66","103","34.99","18.03","103","6","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"74","2023-03-27 02:44:33","25","7.24","4.24","80","3.97","3.94","25","7","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"75","2023-03-27 02:44:37","116","129.97","80.63","43","16.99","13.32","116","21","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"76","2023-03-27 02:44:37","47","11.99","16.69","78","4.24","2.97","47","12","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"77","2023-03-27 02:44:40","71","23.99","32.41","84","3.47","2.69","84","5","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"78","2023-03-27 02:44:47","73","10.48","12.51","63","19.99","12.86","73","6","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"79","2023-03-27 02:44:48","70","29.99","32.74","78","4.24","6.01","78","5","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"80","2023-03-27 02:44:56","35","16.99","9.85","96","3.99","5.79","35","5","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"81","2023-03-27 02:44:59","19","6.99","10.09","114","98.00","60.63","114","16","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"82","2023-03-27 02:45:01","104","8.00","9.28","5","10.78","8.40","5","3","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"83","2023-03-27 02:45:02","57","7.99","9.78","36","13.49","9.48","36","14","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"84","2023-03-27 02:45:06","43","16.99","18.84","100","10.00","7.71","100","2","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"85","2023-03-27 02:45:08","112","19.99","15.92","43","16.99","22.58","112","8","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"86","2023-03-27 02:45:08","8","15.99","16.96","57","7.99","6.05","8","5","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"87","2023-03-27 02:45:14","92","44.99","41.73","72","6.98","4.71","72","4","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"88","2023-03-27 02:45:16","66","29.79","27.25","91","1.99","2.91","91","7","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"89","2023-03-27 02:45:21","79","4.98","5.53","30","12.49","16.81","30","6","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"90","2023-03-27 02:45:26","114","98.00","83.70","18","5.49","6.26","114","18","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"91","2023-03-27 02:45:28","114","98.00","132.99","36","13.49","19.18","36","8","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"92","2023-03-27 02:45:30","61","19.99","15.22","49","14.99","9.67","49","7","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"93","2023-03-27 02:45:31","66","29.79","29.66","30","12.49","8.96","30","4","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"94","2023-03-27 02:45:35","67","28.99","24.35","56","13.79","9.44","56","3","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"95","2023-03-27 02:45:37","64","9.99","8.69","4","10.24","10.38","4","7","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"96","2023-03-27 02:45:38","58","11.49","11.46","60","21.99","25.61","58","6","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"97","2023-03-27 02:45:43","18","5.49","3.93","29","46.99","51.76","29","6","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"98","2023-03-27 02:45:44","66","29.79","23.98","59","12.99","17.10","59","4","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"99","2023-03-27 02:45:50","103","34.99","41.32","11","4.28","5.55","11","3","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"100","2023-03-27 02:45:51","19","6.99","3.87","89","2.24","1.62","89","7","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"101","2023-03-27 02:45:53","105","8.00","8.50","84","3.47","4.62","105","12","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"102","2023-03-27 02:45:54","72","6.98","4.23","27","10.99","11.49","72","3","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"103","2023-03-27 02:45:57","43","16.99","21.63","77","5.99","8.82","77","5","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"104","2023-03-27 02:46:00","65","9.49","10.13","14","3.99","4.10","14","4","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"105","2023-03-27 02:46:04","27","10.99","14.91","103","34.99","45.64","27","3","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"106","2023-03-27 02:46:05","65","9.49","14.18","115","49.97","58.26","115","11","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"107","2023-03-27 02:46:05","80","3.97","2.91","42","7.99","11.28","80","7","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"108","2023-03-27 02:46:10","65","9.49","10.27","23","5.48","8.16","23","4","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"109","2023-03-27 02:46:11","65","9.49","6.03","21","4.78","5.43","21","5","213.113.112.129","fb5247ef-1ac3-4a92-92c4-0142c81ca97e"
"110","2023-03-27 02:46:15","105","8.00","10.38","115","49.97","73.79","105","9","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"111","2023-03-27 02:46:27","34","8.49","11.10","11","4.28","6.23","11","16","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"112","2023-03-27 02:46:28","42","7.99","8.98","22","3.68","4.13","22","11","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"113","2023-03-27 02:46:31","114","98.00","68.18","91","1.99","2.19","91","3","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"114","2023-03-27 02:46:35","4","10.24","13.82","44","11.99","17.93","4","5","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"115","2023-03-27 02:46:37","84","3.47","2.24","58","11.49","11.74","84","5","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"116","2023-03-27 02:46:42","113","259.00","384.62","63","19.99","17.54","113","5","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"117","2023-03-27 02:46:47","61","19.99","20.94","96","3.99","3.98","96","9","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"118","2023-03-27 02:46:50","46","26.99","36.70","5","10.78","12.98","5","6","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"119","2023-03-27 02:46:55","74","2.48","2.85","97","4.39","4.36","74","5","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"120","2023-03-27 02:46:58","109","6.40","3.24","10","3.42","3.27","109","7","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"121","2023-03-27 02:47:03","82","16.33","21.96","53","11.29","6.14","53","7","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"122","2023-03-27 02:47:04","89","2.24","2.60","113","259.00","158.12","89","4","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"123","2023-03-27 02:47:15","78","4.24","2.64","51","6.49","8.46","78","4","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"124","2023-03-27 02:47:16","82","16.33","21.90","59","12.99","15.03","59","11","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"125","2023-03-27 02:47:22","64","9.99","14.38","83","5.96","8.40","83","4","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"126","2023-03-27 02:47:23","64","9.99","9.80","17","53.99","36.41","17","6","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"127","2023-03-27 02:47:29","100","10.00","14.37","21","4.78","2.52","21","5","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"128","2023-03-27 02:47:31","81","0.00","0.00","58","11.49","16.76","81","7","72.209.77.146","e220d0af-5c55-49b1-87cc-5aebbfc3a98a"
"129","2023-03-27 02:47:36","5","10.78","6.33","21","4.78","2.58","21","5","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"130","2023-03-27 02:47:42","115","49.97","60.09","97","4.39","4.28","115","4","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"131","2023-03-27 02:47:51","111","99.00","65.20","7","9.99","7.97","7","7","125.209.170.2","722a1771-d518-48ae-bbba-aef0242334cd"
"132","2023-03-27 02:53:19","79","4.98","6.86","91","1.99","1.12","79","16","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"133","2023-03-27 02:53:32","49","14.99","15.08","17","53.99","80.06","17","4","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"134","2023-03-27 02:53:44","35","16.99","23.20","47","11.99","15.86","35","2","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"135","2023-03-27 02:53:49","20","37.99","40.27","44","11.99","16.14","44","2","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"136","2023-03-27 02:53:54","105","8.00","4.50","12","1.98","1.39","105","3","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"137","2023-03-27 02:53:58","89","2.24","1.76","25","7.24","3.69","25","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"138","2023-03-27 02:54:03","61","19.99","27.70","67","28.99","15.35","61","2","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"139","2023-03-27 02:54:06","9","4.43","5.79","2","35.99","23.39","2","2","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"140","2023-03-27 02:54:11","72","6.98","9.14","1","11.59","14.48","1","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"141","2023-03-27 02:54:15","75","1.32","0.94","31","13.99","19.10","75","2","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"142","2023-03-27 02:54:18","68","22.99","17.27","104","8.00","11.88","104","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"143","2023-03-27 02:54:23","22","3.68","1.91","73","10.48","7.94","73","2","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"144","2023-03-27 02:54:26","44","11.99","10.87","48","9.99","10.69","48","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"145","2023-03-27 02:54:30","26","399.99","593.27","18","5.49","4.88","26","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"146","2023-03-27 02:54:33","37","11.99","12.60","116","129.97","165.36","37","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"147","2023-03-27 02:54:36","29","46.99","41.60","3","7.71","7.65","29","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"148","2023-03-27 02:54:40","78","4.24","5.92","69","16.99","12.29","69","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"149","2023-03-27 02:54:44","101","49.99","49.57","23","5.48","7.03","101","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"150","2023-03-27 02:54:48","29","46.99","25.45","4","10.24","12.72","4","2","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"151","2023-03-27 02:54:52","19","6.99","6.13","48","9.99","13.91","19","2","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"152","2023-03-27 02:54:58","109","6.40","3.50","74","2.48","3.60","74","4","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"153","2023-03-27 02:55:01","103","34.99","20.64","69","16.99","10.72","103","2","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"154","2023-03-27 02:55:04","93","10.79","5.95","62","19.99","21.34","62","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"155","2023-03-27 02:55:07","102","199.99","111.27","52","8.99","9.60","52","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"156","2023-03-27 02:55:11","25","7.24","7.86","52","8.99","7.14","25","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"157","2023-03-27 02:55:14","51","6.49","5.73","45","8.49","12.22","51","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"158","2023-03-27 02:55:18","50","10.99","11.95","104","8.00","5.28","104","2","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"159","2023-03-27 02:55:28","23","5.48","2.88","34","8.49","11.25","23","8","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"160","2023-03-27 02:55:33","17","53.99","33.67","81","0.00","0.00","81","2","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"161","2023-03-27 02:55:35","17","53.99","33.67","81","0.00","0.00","17","4","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"162","2023-03-27 02:55:37","17","53.99","33.67","81","0.00","0.00","81","6","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"163","2023-03-27 02:55:42","23","5.48","2.88","34","8.49","11.25","23","22","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"164","2023-03-27 02:55:57","20","37.99","45.98","75","1.32","1.53","75","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"165","2023-03-27 02:56:03","77","5.99","5.61","32","12.99","18.44","32","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"166","2023-03-27 02:56:07","90","8.89","4.80","85","5.78","6.55","90","2","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"167","2023-03-27 02:56:10","88","1.94","2.13","96","3.99","5.78","88","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"168","2023-03-27 02:56:14","56","13.79","6.93","101","49.99","57.73","101","2","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"169","2023-03-27 02:56:39","91","1.99","1.62","27","10.99","6.88","27","2","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"170","2023-03-27 02:56:42","46","26.99","15.06","38","14.99","12.25","38","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"171","2023-03-27 02:56:46","17","53.99","57.28","103","34.99","43.10","17","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"172","2023-03-27 02:56:51","98","9.99","12.72","4","10.24","10.40","4","2","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"173","2023-03-27 02:56:54","111","99.00","75.16","116","129.97","113.13","116","1","149.76.208.229","2a3541cb-89d8-46f3-a61c-ac2228f32992"
"175","2023-03-27 03:00:36","82","16.33","24.01","27","10.99","16.21","82","56","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"177","2023-03-27 03:03:50","106","16.00","21.85","23","5.48","4.71","23","8000","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"178","2023-03-27 03:03:57","60","21.99","31.47","22","3.68","1.99","22","6000","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"179","2023-03-27 03:04:04","76","2.48","2.13","74","2.48","2.11","76","5000","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"181","2023-03-27 03:06:18","89","2.24","2.88","8","15.99","14.11","8","124885","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"182","2023-03-27 03:06:21","23","5.48","7.90","34","8.49","8.88","34","2742","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"183","2023-03-27 03:06:27","52","8.99","5.06","65","9.49","11.55","52","4413","72.183.103.4","1b838bbc-8040-43b9-aa99-d9574777620e"
"184","2023-03-27 03:10:02","79","4.98","4.17","53","11.29","14.82","79","30945","134.228.149.187","e3ad6e0e-42c3-4f88-ac50-1778b0b7879e"
"185","2023-03-27 03:10:26","37","11.99","15.15","7","9.99","13.22","7","9693","134.228.149.187","e3ad6e0e-42c3-4f88-ac50-1778b0b7879e"
"186","2023-03-27 03:10:43","84","3.47","2.41","54","10.99","12.53","84","8712","134.228.149.187","e3ad6e0e-42c3-4f88-ac50-1778b0b7879e"
"187","2023-03-27 03:10:55","43","16.99","18.29","3","7.71","6.11","43","7394","134.228.149.187","e3ad6e0e-42c3-4f88-ac50-1778b0b7879e"
